samples	Sphingomonas1	Pseudomonas1	Caloribacterium1	Acetobacteraceae1	Pseudomonas2	Pseudomonas3	Massilia1	Pseudomonas4	Massilia2	Sphingomonas2	Xanthomonas	Pseudomonas5	Duganella1	Microbacteriaceae2	Microbacteriaceae1	Sphingomonas3	Geobacillus	Clavibacter	Pseudomonas6	Massilia3	Pedobacter1	Acetobacteraceae2	Anoxybacillus	Pseudomonas7	Sphingomonas4	Rhizobium1	Pseudaminobacter	Hyphomicrobium	Chryseobacterium1	Chryseobacterium2	Pedobacter2	Methylobacterium1	Planctomicrobium	Microbacteriaceae3	Sphingomonas5	Gaetbulimicrobium1	Microbacteriaceae4	Pseudomonas8	Gaetbulimicrobium2	Aureimonas	Sphingomonadaceae	Pseudomonas9	Puniceicoccus1	Massilia4	Polaromonas	Pseudomonas10	Janthinobacterium	Pseudomonas11	Acinetobacter	Pseudomonas12	Neorhizobium	Acetobacteraceae3	Pseudomonas13	Pseudomonas14	Methylobacterium2	Sphingomonas6	Rhodococcus	Escherichia	Chryseobacterium3	Puniceicoccus2	Flavobacterium	Sphingomonas7	Hymenobacter1	Sphingomonas8	Pedobacter3	Caloribacterium2	Sphingomonas9	Sphingomonas11	Persicirhabdus	Pseudomonas15	Pseudomonas29	Pseudomonas21	Pseudomonas24	Pseudomonas16	Massilia5	Sphingomonas10	Arthrobacter	Pseudomonas17	Sphingomonas12	Pseudomonas20	Comamonas	Pseudomonas19	Pseudomonas18	Brevundimonas	Sphingomonas13	Hymenobacter2	Pseudomonas22	Duganella2	Pseudomonas23	Hymenobacter3	Pseudomonas25	Rhizobium2	Staphylococcus	Sphingomonas14	Pseudomonas26	Devosia	Pseudomonas30	Pedobacter4	Acetobacteraceae4	Pseudomonas27	Pseudomonas28	Thermoproteus	Sphingomonas15	Lactococcus	Enterococcus	Sanguibacter	Ramlibacter1	Rhizobium3	Pedobacter5	Sphingomonas17	Pseudomonas35	Sphingomonas16	Sphingomonas18	Hymenobacter4	Pseudomonas32	Sphingomonas19	Epilithonimonas	Ramlibacter2	Sphingomonas21	Caloribacterium3	Pseudomonas31	Paenibacillus	Caloribacterium4	Pseudomonas33	Sphingomonas20	Caloribacterium5	Pseudomonas34	Caloribacterium6	Sphingomonas22	Methylobacterium3	Pseudomonas36	Cloacibacterium	Caloribacterium7	Caloribacterium8	Pseudomonas37	Caloribacterium9	Massilia6	Massilia7	Caloribacterium10	Massilia8	Sphingomonas23	Sphingomonas24	Methylobacterium4	Caloribacterium11	Caloribacterium12	Pseudomonas39	Microbacteriaceae5	Pseudomonas38	Sphingomonas25	Pseudomonas40	Sphingomonas26	Sphingomonas27	Phycisphaera	Caloribacterium13	Pseudomonas41	ROW_TOTALS	total_old	mtDNA	cpDNA	total	contam	prop_c	controls	exclude	in_MED	sample_mass	PlotNum	SubPlotTx	sp.cond	PlotCond	txfull	DmgM	herb.dmg.old	herb.dmg	stem.tx
NPB13_009_CU	157	265	455	0	11	15	0	3	0	5	0	0	0	0	10	8	0	0	10	0	0	0	0	12	5	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	7	2	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	1	0	5	0	1	0	1	2	1	0	3	0	0	0	3	0	0	2	1	0	0	0	0	0	0	2	0	0	0	4	0	0	0	1	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	4	0	5	0	0	3	0	1	0	0	0	0	2	3	0	3	0	0	2	0	0	0	0	3	2	0	0	0	1	0	0	0	2	3	0	1047	12244	4187	6870	12104	11057	0.9135	0	0	NPB13_009_CU	0.068	9	C	MOCK	M	MC	n	0	0	MC
NPB13_048_CU	43	730	16	0	5	0	0	20	18	0	1	4	0	0	5	2	0	0	0	13	0	0	146	7	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	14	0	0	0	0	13	0	0	0	0	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	3	0	4	0	1	0	3	1	0	5	2	4	0	0	0	1	2	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	4	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1113	10775	4568	4868	10549	9436	0.8945	0	0	NPB13_048_CU	0.0769	48	C	MOCK	SA	SAC	n	0	0	MC
NPB13_015_TU	28	972	45	0	0	6	0	2	1	0	0	0	11	0	0	2	0	0	3	2	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	1	1	0	3	0	0	0	8	0	0	0	6	4	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7	1149	1281	81	17	1247	98	0.0786	0	0	NPB13_015_TU	0.1042	15	TX	MOCK	M	MTX	n	0	0	MC
NPB13_048_TU	85	625	157	0	117	12	0	2	0	0	0	0	9	24	176	1	0	0	0	2	0	0	0	23	1	0	0	0	0	0	0	0	0	0	1	0	0	8	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	4	3	0	0	5	0	0	0	3	2	9	10	2	2	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	6	0	0	1	0	0	0	3	1	0	1	0	0	4	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	2	0	1	1336	14110	6179	6481	13996	12660	0.9045	0	0	NPB13_048_TU	0.1056	48	TX	SA	SA	SATX	n	0	0	SATX
NPB13_033_TD	0	782	0	0	465	3	0	30	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	1	1	6	0	0	0	4	0	2	0	1	4	0	0	0	5	0	4	0	0	0	0	0	1	0	0	0	0	16	6	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	4	1378	18192	16624	73	18075	16697	0.9238	0	0	NPB13_033_TD	0.0978	33	TX	SA	SA	SATX	y	1	1	SATX
NPB13_017_CD	935	409	1	0	1	6	0	30	4	8	1	0	12	0	0	47	0	0	5	0	0	0	0	2	17	1	0	0	0	0	0	0	0	0	24	0	0	8	0	0	0	1	0	0	6	0	0	0	0	0	0	0	1	2	0	8	0	0	0	0	0	2	0	4	0	0	4	2	0	4	1	1	0	3	1	3	0	3	5	0	1	1	2	0	1	0	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	4	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1593	11579	9851	24	11468	9875	0.8611	0	0	NPB13_017_CD	0.0596	17	C	MOCK	JA	JAC	y	1	1	MC
NPB13_008_CU	644	99	690	0	3	0	0	1	0	2	0	0	0	0	2	24	0	0	0	0	0	0	0	0	12	0	0	0	0	3	0	0	0	0	18	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	4	0	0	0	0	8	2	0	4	0	14	0	2	11	0	0	1	0	0	0	0	0	0	1	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	0	0	0	0	0	0	3	0	0	0	0	0	4	0	0	0	3	0	0	4	0	0	8	1	6	1	0	2	0	7	2	0	7	0	0	6	0	1	0	0	7	3	0	1	0	1	0	2	4	3	3	0	1650	9585	4142	3664	9456	7806	0.8255	0	0	NPB13_008_CU	0.08	8	C	MOCK	SA	SAC	n	0	0	MC
NPB13_058_CD	189	570	428	0	23	6	10	3	114	11	0	0	87	0	0	9	0	0	18	4	0	0	0	0	4	0	0	0	0	0	0	0	0	15	27	0	5	6	0	0	3	0	0	0	0	0	9	0	0	0	17	0	0	7	0	0	0	0	0	0	0	1	0	2	0	4	0	1	0	5	1	1	0	3	0	0	0	1	3	4	0	1	0	9	1	0	4	9	1	0	0	0	26	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	2	0	0	0	0	4	0	12	0	0	3	3	0	1	1	0	3	0	0	0	0	1	0	4	0	0	5	3	0	4	0	1	0	0	3	2	0	0	1	1	0	0	0	2	2	0	1704	10405	3424	4872	10000	8296	0.8296	0	0	NPB13_058_CD	0.092	58	C	MOCK	M	MC	y	1	1	MC
NPB13_039_CU	1	1536	6	0	1	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	3	17	0	6	0	0	0	7	0	0	2	6	11	0	0	0	3	0	7	0	0	0	5	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	4	0	0	20	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	1709	12802	3772	7222	12703	10994	0.8655	0	0	NPB13_039_CU	0.0582	39	C	MOCK	M	MC	n	0	0	MC
NPB13_035_TU	15	1582	2	0	3	0	0	10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	20	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	7	4	6	0	9	0	0	0	13	0	0	0	4	8	0	0	0	8	0	5	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	2	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	1745	11671	5983	3844	11572	9827	0.8492	0	0	NPB13_035_TU	0.0854	35	TX	MOCK	M	MTX	n	0	0	MC
NPB13_056_TU	63	300	176	0	118	6	16	2	52	0	0	6	10	7	123	0	0	0	5	0	0	0	0	0	3	0	0	0	0	676	0	0	0	9	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	4	56	0	0	0	0	1	3	2	0	1	1	3	2	0	0	0	1	0	0	1	0	0	22	1	0	0	0	0	1	13	0	0	0	0	14	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	4	0	58	0	0	1	0	0	1	1	0	2	1	3	0	0	1	7	1	2	0	1	2	0	2	1	2	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1804	13282	4730	6452	12986	11182	0.8611	0	0	NPB13_056_TU	0.086	56	TX	SA	SA	SATX	n	0	0	SATX
NPB13_050_TU	21	1561	54	0	4	1	0	7	0	0	0	11	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	18	0	6	0	0	0	6	1	0	1	11	14	0	0	0	4	0	9	0	2	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	1	0	22	0	0	0	0	0	15	0	0	0	0	0	3	0	1	2	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	2	1835	9272	3256	4086	9177	7342	0.8000	0	0	NPB13_050_TU	0.075	50	TX	MOCK	M	MTX	n	0	0	MC
NPB13_018_TD	1	9	623	0	0	0	0	0	0	0	0	2	0	0	1131	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	3	0	0	2	0	6	0	0	0	0	1	4	0	3	0	0	5	0	0	0	0	2	4	0	8	0	0	0	0	0	4	7	0	1857	4137	1006	87	2950	1093	0.3705	0	0	NPB13_018_TD	0.0843	18	TX	MOCK	M	MTX	y	1	1	MC
NPB13_010_TU	333	347	186	0	312	1	0	21	0	0	0	4	0	19	23	9	0	0	323	1	0	0	0	308	6	0	0	0	10	20	0	0	0	0	0	0	0	0	0	1	0	31	0	0	0	2	1	0	0	0	0	0	0	4	0	2	0	0	10	0	10	3	0	3	0	4	1	3	3	1	2	1	0	3	0	2	0	1	3	1	5	1	0	2	2	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	11	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	1	2	0	0	0	0	1	3	1	1	0	1	0	0	0	0	5	0	0	1	0	0	0	0	3	1	1	0	1	1	5	1	0	1	2	0	2077	11425	6057	3107	11241	9164	0.8152	0	0	NPB13_010_TU	0.0636	10	TX	MOCK	M	MTX	n	0	0	MC
NPB13_041_CU	997	505	19	0	6	23	1	14	1	1	0	4	130	3	1	36	0	0	0	0	0	0	1	2	23	7	0	0	0	0	0	0	0	0	28	0	0	3	0	0	0	0	0	0	9	2	2	0	0	0	5	0	1	5	0	9	0	0	0	0	0	3	0	4	4	2	3	5	0	3	2	2	0	4	0	4	0	7	8	0	0	5	3	0	1	0	4	141	2	0	0	0	0	2	2	1	0	0	0	0	2	0	4	0	0	0	0	0	0	6	0	0	3	0	2	0	0	0	2	0	1	0	0	1	0	0	0	0	2	0	1	0	0	0	5	0	0	0	0	0	1	3	0	0	0	3	0	2	2	0	2	1	0	0	0	2093	10020	3953	3758	9804	7711	0.7865	0	0	NPB13_041_CU	0.095	41	C	MOCK	M	MC	n	0	0	MC
NPB13_043_CU	1289	606	8	0	1	3	0	5	2	0	0	0	2	0	7	55	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	17	0	3	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	10	3	0	0	0	0	5	0	6	29	0	1	3	0	3	0	3	0	2	0	5	0	8	7	0	0	2	3	0	6	0	4	0	2	0	0	0	0	5	0	12	0	0	0	0	8	0	0	0	0	0	0	0	0	1	0	0	1	0	5	1	0	0	0	0	2	0	0	9	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	3	1	0	3	6	0	0	0	2211	7420	2579	2466	7256	5045	0.6953	0	0	NPB13_043_CU	0.0935	43	C	MOCK	M	MC	n	0	0	MC
NPB13_018_TU	5	2220	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	1	0	28	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	9	6	0	7	0	0	0	6	0	0	0	7	14	0	0	0	8	0	12	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	7	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	8	2395	8519	1446	4554	8395	6000	0.7147	0	0	NPB13_018_TU	0.0205	18	TX	MOCK	M	MTX	n	0	0	MC
NPB13_021_CU	0	2442	1	0	0	0	1	8	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	42	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	2	13	0	10	0	0	0	13	0	0	0	13	17	0	0	0	11	0	12	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	4	0	0	4	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	8	2658	11761	7137	1835	11630	8972	0.7715	0	0	NPB13_021_CU	0.0959	21	C	MOCK	SA	SAC	n	0	0	MC
NPB13_032_TD	43	508	1184	0	611	0	0	47	1	0	0	0	4	0	0	2	0	0	0	5	0	0	0	56	3	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	3	2	0	0	5	0	0	0	2	0	0	0	2	1	0	1	0	3	0	0	0	0	0	0	1	1	0	0	0	0	19	4	10	0	0	0	0	0	0	0	0	8	0	0	0	3	0	0	0	0	9	1	0	9	5	0	4	1	7	0	0	0	2	11	10	0	10	0	0	7	0	0	0	0	9	6	5	0	0	0	0	0	0	7	4	0	2672	13533	10653	63	13388	10716	0.8004	0	0	NPB13_032_TD	0.0868	32	TX	SA	SA	SATX	y	1	1	SATX
NPB13_032_TU	13	2680	34	0	38	25	0	15	1	0	0	7	0	0	8	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	13	4	14	0	13	0	0	0	19	0	0	3	10	13	0	0	0	13	0	5	0	2	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	2	0	0	0	0	0	6	0	0	0	0	1	6	0	0	1	0	0	19	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	4	0	0	0	0	0	0	0	3052	20770	8166	9379	20597	17545	0.8518	0	0	NPB13_032_TU	0.0893	32	TX	SA	SA	SATX	n	0	0	SATX
NPB13_015_TD	165	1775	1	0	144	63	1	388	5	4	2	48	102	0	1	4	0	0	29	6	5	0	0	44	3	0	0	0	0	0	0	0	0	0	0	0	0	32	0	2	0	31	0	1	0	17	5	18	0	0	18	0	17	7	3	1	0	0	0	0	8	0	0	2	4	0	10	0	0	8	5	7	9	8	1	0	0	10	0	15	0	9	5	3	2	0	0	16	2	0	4	1	0	2	8	12	10	0	0	7	7	0	0	0	0	0	0	9	6	1	7	0	0	0	8	0	0	1	2	0	4	0	0	2	0	0	1	0	0	0	5	0	0	0	2	0	0	0	0	0	0	1	0	0	0	9	0	2	0	0	0	0	0	0	6	3183	16030	12459	17	15659	12476	0.7967	0	0	NPB13_015_TD	0.0841	15	TX	MOCK	M	MTX	y	1	1	MC
NPB13_027_TU	488	2058	2	1	191	95	8	110	4	0	0	51	25	0	2	13	0	0	39	3	0	0	0	14	8	0	0	0	0	0	0	0	0	0	10	0	2	19	0	0	0	0	0	0	3	3	6	6	0	0	0	0	7	12	0	3	0	0	0	0	7	1	0	2	0	0	4	2	0	13	6	8	2	5	1	3	0	11	1	0	0	11	9	17	0	0	7	0	9	0	3	0	0	1	2	3	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	1	1	0	2	1	7	0	0	0	4	0	0	3	0	0	1	0	0	0	3	0	0	0	2	0	0	0	0	0	0	6	0	0	0	6	0	4	2	1	0	2	0	0	7	3371	9209	2406	3130	8907	5536	0.6215	0	0	NPB13_027_TU	0.0738	27	TX	JA	JA	JATX	n	0	0	JATX
NPB13_050_CU	42	1909	35	0	12	1	0	14	0	36	0	12	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	21	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	14	0	0	0	11	0	0	0	1	0	0	407	1	0	0	0	10	8	5	0	8	0	0	0	8	0	0	2	9	5	0	2	0	6	0	6	0	0	0	0	0	0	0	0	0	0	0	10	2	0	0	0	0	0	0	737	0	0	1	0	0	7	0	0	0	0	0	9	0	0	1	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5	0	0	0	0	0	1	0	3387	11179	4677	2812	10876	7489	0.6886	0	0	NPB13_050_CU	0.073	50	C	MOCK	M	MC	n	0	0	MC
NPB13_042_CU	2152	47	28	0	2	11	6	0	0	0	0	0	1	5	18	97	0	2	0	0	0	0	0	0	49	0	0	0	0	0	0	17	0	0	0	0	0	2	0	0	0	0	0	4	666	0	0	0	0	0	0	0	0	0	5	14	0	0	0	0	0	7	0	17	0	0	0	6	0	0	0	0	0	0	0	10	90	0	11	0	0	0	0	0	12	0	0	0	1	0	0	0	4	28	1	5	0	0	0	0	0	1	10	0	0	0	0	0	0	4	0	0	10	0	0	7	0	0	3	1	0	0	0	0	0	0	1	0	5	0	2	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	4	0	7	0	3	5	0	0	0	3387	15077	5085	6118	14590	11203	0.7679	0	0	NPB13_042_CU	0.0839	42	C	MOCK	SA	SAC	n	0	0	MC
NPB13_040_CD	8	29	3273	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	16	0	0	19	0	0	24	0	17	0	0	0	0	30	13	0	14	0	0	16	0	0	0	0	15	14	0	0	0	0	0	0	0	17	11	0	3613	8924	4693	430	8736	5123	0.5864	0	0	NPB13_040_CD	0.0716	40	C	MOCK	SA	SAC	y	1	1	MC
NPB13_008_CD	77	918	2110	1	0	0	0	4	0	0	0	115	0	0	86	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	65	34	0	0	0	6	1	6	0	7	0	2	0	3	1	0	18	5	4	0	0	0	5	0	6	0	11	0	0	0	0	0	0	0	0	0	3	20	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	11	2	0	19	9	0	21	2	15	0	0	1	0	12	17	0	12	0	0	11	0	0	0	0	12	12	0	0	0	0	0	0	0	10	15	0	3714	10892	5093	1860	10667	6953	0.6518	0	0	NPB13_008_CD	0.037	8	C	MOCK	SA	SAC	y	1	1	MC
NPB13_057_CU	16	3237	0	0	0	0	0	97	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	15	0	0	0	199	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	8	11	0	18	0	0	0	13	0	9	3	15	14	0	0	0	17	0	9	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	12	0	0	0	7	0	0	0	0	0	11	0	0	4	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	2	0	0	0	0	0	0	14	3824	12800	2598	4131	10553	6729	0.6376	0	0	NPB13_057_CU	0.014	57	C	MOCK	M	MC	n	0	0	MC
NPB13_011_CU	682	271	381	0	14	0	0	6	50	330	0	69	0	5	35	35	0	0	22	0	0	0	0	5	11	0	0	0	0	0	0	0	0	0	1686	0	0	2	0	24	0	7	0	0	12	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	6	0	9	1	9	0	3	0	0	0	2	0	4	0	1	4	15	0	1	3	11	6	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	1	0	0	0	0	7	0	2	0	13	1	0	1	7	0	0	0	5	0	0	1	0	8	11	2	1	1	0	0	0	2	2	4	5	1	0	3	0	1	0	0	2	2	0	0	0	1	0	7	1	2	0	0	3830	13476	2739	6384	12953	9123	0.7043	0	0	NPB13_011_CU	0.0856	11	C	MOCK	SA	SAC	n	0	0	MC
NPB13_002_CD	0	7	3608	0	0	3	0	0	0	0	7	124	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	20	0	0	23	0	31	0	0	0	0	26	18	0	19	0	0	22	0	0	0	0	19	27	0	0	0	0	0	0	0	19	21	0	4119	10101	5370	353	9842	5723	0.5815	0	0	NPB13_002_CD	0.079	2	C	MOCK	SA	SAC	y	1	1	MC
NPB13_038_TD	82	399	3301	0	1	1	0	1	1	0	0	0	0	10	1	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	1	0	52	0	0	0	3	1	2	0	4	0	0	0	3	1	0	0	0	2	0	0	0	2	0	0	0	1	0	0	5	0	0	0	0	0	0	4	31	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	19	3	0	31	0	0	25	0	21	0	0	1	0	25	15	0	17	0	0	28	0	0	0	0	23	15	1	0	1	0	0	0	0	14	18	0	4194	18281	11108	2761	18063	13869	0.7678	0	0	NPB13_038_TD	0.0826	38	TX	JA	JA	JATX	y	1	1	JATX
NPB13_051_TD	3	601	1508	0	298	115	0	615	0	0	0	126	10	0	3	0	0	0	219	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	81	0	0	0	466	5	12	0	0	0	0	7	3	0	1	0	0	0	0	6	0	0	0	0	26	0	0	0	3	4	3	18	8	0	0	0	2	0	3	0	1	3	0	0	0	2	0	0	0	13	0	0	0	0	0	16	0	0	8	1	13	0	0	0	0	0	0	0	0	8	0	0	0	4	0	0	0	0	16	1	0	4	0	0	2	4	4	0	0	2	0	11	8	0	2	0	0	11	0	0	0	0	6	7	3	0	0	0	56	0	0	9	5	0	4399	7797	2047	18	6464	2065	0.3195	0	0	NPB13_051_TD	0.081	51	TX	SA	SA	SATX	y	1	1	SATX
NPB13_060_TU	3013	108	227	0	3	458	14	0	1	0	0	2	28	0	58	132	0	8	0	0	0	0	0	0	54	0	0	0	0	0	0	6	0	0	0	0	5	0	0	1	0	1	0	0	76	0	1	1	0	0	0	0	4	2	0	20	2	0	0	0	0	11	0	18	0	4	1	14	0	0	0	1	0	0	0	15	0	1	8	0	1	0	0	0	10	0	0	25	0	0	0	0	0	8	0	0	1	0	0	0	0	1	11	0	0	0	0	0	0	12	0	0	6	0	0	11	0	0	0	1	2	0	3	0	0	3	0	0	7	0	0	0	2	2	2	2	0	0	2	0	11	0	0	1	2	0	1	1	5	0	4	3	0	0	0	4438	10756	2743	3304	10485	6047	0.5767	0	0	NPB13_060_TU	0.111	60	TX	SA	SA	SATX	n	0	0	SATX
NPB13_019_CD	223	3751	10	0	14	10	0	74	1	1	0	0	5	0	2	12	0	0	0	0	1	0	0	4	4	0	0	0	0	0	0	1	0	0	34	0	0	37	0	0	0	3	0	0	0	24	1	2	0	0	0	0	6	28	0	4	1	0	1	0	1	0	0	2	0	0	8	1	0	26	11	15	0	17	0	1	0	20	3	4	0	11	12	0	3	0	20	0	24	0	0	0	2	0	1	0	0	0	0	0	6	0	2	0	0	0	0	0	0	3	1	0	1	0	9	1	0	0	0	0	11	0	0	0	0	1	36	0	0	0	15	0	0	0	9	0	0	0	0	0	1	0	0	0	0	3	0	5	0	0	0	0	0	0	1	4541	21648	16660	193	21394	16853	0.7877	0	0	NPB13_019_CD	0.0891	19	C	MOCK	JA	JAC	y	1	1	MC
