samples	Sphingomonas1	Pseudomonas1	Caloribacterium1	Acetobacteraceae1	Pseudomonas2	Pseudomonas3	Massilia1	Pseudomonas4	Massilia2	Sphingomonas2	Xanthomonas	Pseudomonas5	Duganella1	Microbacteriaceae2	Microbacteriaceae1	Sphingomonas3	Geobacillus	Clavibacter	Pseudomonas6	Massilia3	Pedobacter1	Acetobacteraceae2	Anoxybacillus	Pseudomonas7	Sphingomonas4	Rhizobium1	Pseudaminobacter	Hyphomicrobium	Chryseobacterium1	Chryseobacterium2	Pedobacter2	Methylobacterium1	Planctomicrobium	Microbacteriaceae3	Sphingomonas5	Gaetbulimicrobium1	Microbacteriaceae4	Pseudomonas8	Gaetbulimicrobium2	Aureimonas	Sphingomonadaceae	Pseudomonas9	Puniceicoccus1	Massilia4	Polaromonas	Pseudomonas10	Janthinobacterium	Pseudomonas11	Acinetobacter	Pseudomonas12	Neorhizobium	Acetobacteraceae3	Pseudomonas13	Pseudomonas14	Methylobacterium2	Sphingomonas6	Rhodococcus	Escherichia	Chryseobacterium3	Puniceicoccus2	Flavobacterium	Sphingomonas7	Hymenobacter1	Sphingomonas8	Pedobacter3	Caloribacterium2	Sphingomonas9	Sphingomonas11	Persicirhabdus	Pseudomonas15	Pseudomonas29	Pseudomonas21	Pseudomonas24	Pseudomonas16	Massilia5	Sphingomonas10	Arthrobacter	Pseudomonas17	Sphingomonas12	Pseudomonas20	Comamonas	Pseudomonas19	Pseudomonas18	Brevundimonas	Sphingomonas13	Hymenobacter2	Pseudomonas22	Duganella2	Pseudomonas23	Hymenobacter3	Pseudomonas25	Rhizobium2	Staphylococcus	Sphingomonas14	Pseudomonas26	Devosia	Pseudomonas30	Pedobacter4	Acetobacteraceae4	Pseudomonas27	Pseudomonas28	Thermoproteus	Sphingomonas15	Lactococcus	Enterococcus	Sanguibacter	Ramlibacter1	Rhizobium3	Pedobacter5	Sphingomonas17	Pseudomonas35	Sphingomonas16	Sphingomonas18	Hymenobacter4	Pseudomonas32	Sphingomonas19	Epilithonimonas	Ramlibacter2	Sphingomonas21	Caloribacterium3	Pseudomonas31	Paenibacillus	Caloribacterium4	Pseudomonas33	Sphingomonas20	Caloribacterium5	Pseudomonas34	Caloribacterium6	Sphingomonas22	Methylobacterium3	Pseudomonas36	Cloacibacterium	Caloribacterium7	Caloribacterium8	Pseudomonas37	Caloribacterium9	Massilia6	Massilia7	Caloribacterium10	Massilia8	Sphingomonas23	Sphingomonas24	Methylobacterium4	Caloribacterium11	Caloribacterium12	Pseudomonas39	Microbacteriaceae5	Pseudomonas38	Sphingomonas25	Pseudomonas40	Sphingomonas26	Sphingomonas27	Phycisphaera	Caloribacterium13	Pseudomonas41	ROW_TOTALS	total_old	mtDNA	cpDNA	total	contam	prop_c	controls	exclude	in_MED	sample_mass	PlotNum	SubPlotTx	sp.cond	PlotCond	txfull	DmgM	herb.dmg.old	herb.dmg	stem.tx
NPB13_002_TD	10	237	1766	0	2383	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	4	4	0	2	0	0	0	0	0	3	2	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	18	0	0	0	0	0	0	0	0	12	0	0	0	4	0	0	7	0	14	0	0	6	0	0	6	0	20	0	0	4	0	11	12	0	13	0	0	7	0	0	0	0	8	9	1	0	2	0	0	0	0	7	14	0	4638	13801	4587	4372	13597	8959	0.6589	0	0	NPB13_002_TD	0.091	2	TX	SA	SA	SATX	y	1	1	SATX
NPB13_021_TU	78	4353	3	1	0	3	15	26	21	7	0	6	10	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	31	0	1	0	0	0	0	0	0	0	0	3	0	1	0	1	25	17	10	0	18	0	0	0	26	0	0	0	13	28	0	1	0	16	42	22	0	3	0	0	0	2	0	0	0	0	0	11	0	0	0	0	0	1	0	0	0	0	0	0	0	15	0	0	0	0	0	9	0	0	44	0	0	5	0	0	0	9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	2	4946	18813	11644	1980	18570	13624	0.7337	0	0	NPB13_021_TU	0.0863	21	TX	SA	SA	SATX	n	0	0	SATX
NPB13_028_TU	1983	1639	47	0	16	98	107	55	334	116	0	14	84	0	1	59	0	0	15	69	0	0	0	0	47	0	0	0	0	0	0	3	0	0	13	0	6	23	0	0	0	2	0	0	8	3	22	0	0	12	0	0	5	12	0	15	0	0	0	0	0	8	0	11	0	0	2	3	0	9	3	5	0	11	2	14	0	8	7	0	0	16	6	0	4	0	8	59	11	0	2	0	0	8	3	0	1	10	0	0	3	0	1	0	0	0	0	0	0	13	0	2	8	0	3	4	0	0	0	0	0	0	0	12	6	0	2	0	3	0	4	0	0	1	7	0	6	2	0	0	4	11	0	0	1	4	0	0	8	0	7	4	0	0	0	5135	18406	5530	7376	18041	12906	0.7154	0	0	NPB13_028_TU	0.0771	28	TX	MOCK	M	MTX	n	0	0	MC
NPB13_011_TD	53	552	2851	0	376	0	0	375	0	0	0	104	0	1	103	0	0	0	97	0	0	0	0	44	0	0	0	0	5	11	0	0	0	0	0	0	1	4	0	0	0	50	0	0	0	408	0	0	0	0	0	0	0	5	0	0	0	0	4	0	8	0	0	1	0	39	6	0	0	2	10	5	0	1	0	1	0	2	0	0	0	0	1	0	0	0	1	0	5	0	5	0	0	1	2	1	0	0	0	2	2	25	0	0	0	0	0	0	0	0	14	0	0	0	1	0	0	0	0	28	2	0	13	0	0	18	0	15	0	0	4	0	16	14	0	16	0	0	9	0	0	0	0	13	17	1	0	1	0	19	1	0	13	7	4	5390	10884	3917	55	9362	3972	0.4243	0	0	NPB13_011_TD	0.0783	11	TX	SA	SA	SATX	y	1	1	SATX
NPB13_021_CD	5	3117	833	0	1	275	22	178	1	0	0	253	124	0	2	0	0	0	0	13	0	0	0	49	1	0	0	0	0	4	0	0	0	0	0	0	0	40	0	0	0	62	0	0	0	86	0	29	0	0	0	0	37	33	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	17	12	10	6	18	0	0	0	10	0	0	1	16	11	0	0	0	18	0	12	0	27	0	0	0	10	0	8	0	0	0	21	19	0	0	0	0	0	0	0	0	5	0	0	0	4	0	0	0	0	5	7	0	4	17	0	6	0	6	0	0	7	0	5	4	0	3	0	0	3	0	0	0	0	3	1	5	0	6	0	0	0	0	3	3	0	5493	10465	4276	281	10050	4557	0.4534	0	0	NPB13_021_CD	0.0323	21	C	MOCK	SA	SAC	y	1	1	MC
NPB13_033_CD	3316	641	25	2	0	1	7	16	0	0	0	5	1	0	22	128	0	0	0	0	0	0	0	1	71	0	0	0	0	0	0	0	0	0	6	0	0	5	0	0	0	3	0	6	52	26	12	0	0	0	0	0	0	9	0	23	10	0	0	0	0	11	0	15	64	1	26	27	0	2	3	2	0	2	0	18	0	0	17	0	0	8	7	0	26	0	3	0	1	0	0	7	0	7	0	14	0	224	0	0	1	0	4	0	0	0	0	0	605	15	2	0	8	0	0	12	0	4	0	0	3	0	0	6	0	0	1	0	11	0	1	0	0	0	2	3	0	0	0	0	4	0	0	0	2	0	0	0	8	0	4	5	0	0	0	5574	9210	1524	1298	8396	2822	0.3361	0	0	NPB13_033_CD	0.0899	33	C	MOCK	SA	SAC	y	1	1	MC
NPB13_031_TD	107	3620	3	0	864	11	0	381	0	0	0	121	71	0	0	3	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	45	0	0	0	24	0	0	2	11	1	1	0	2	0	0	0	30	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	18	20	16	0	20	0	0	0	13	0	4	0	11	16	0	0	0	13	2	17	0	22	0	0	0	1	0	0	0	0	43	11	0	0	0	0	0	0	0	0	0	16	0	0	0	13	0	0	0	0	0	11	0	0	37	0	0	1	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	17	0	6	0	0	0	0	0	1	1	5643	12974	6779	295	12717	7074	0.5563	0	0	NPB13_031_TD	0.0834	31	TX	MOCK	M	MTX	y	1	1	MC
NPB13_008_TD	254	2687	1731	0	55	157	0	72	65	21	5	2	7	6	0	13	0	0	0	110	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	37	0	2	0	3	0	0	0	97	0	2	0	0	0	0	6	17	0	6	4	0	0	0	0	0	0	1	0	37	4	4	4	22	15	8	1	22	1	0	0	11	0	0	3	17	20	0	1	0	11	0	15	0	0	0	0	3	1	4	2	0	0	0	9	11	0	0	0	0	0	0	0	1	4	1	0	0	4	0	0	0	0	7	15	0	15	28	0	9	3	10	1	0	5	0	16	10	1	9	0	0	8	0	3	0	0	4	8	2	0	6	0	0	1	0	8	9	1	5779	12766	3946	2155	11880	6101	0.5136	0	0	NPB13_008_TD	0.049	8	TX	SA	SA	SATX	y	1	1	SATX
NPB13_031_CD	2	591	3985	0	619	48	0	34	0	0	0	16	0	0	0	0	0	0	41	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	8	0	0	0	82	1	3	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	3	1	3	4	3	0	0	0	5	0	10	1	0	1	0	0	0	2	0	0	0	1	0	0	1	0	0	4	0	0	23	1	30	0	0	0	0	0	0	0	0	11	0	0	0	1	0	0	0	0	20	2	0	26	0	0	27	6	21	0	0	1	0	21	21	0	17	0	0	25	0	0	0	0	17	24	12	0	3	0	4	0	0	16	20	0	5903	12464	5780	397	12080	6177	0.5113	0	0	NPB13_031_CD	0.0858	31	C	MOCK	M	MC	y	1	1	MC
NPB13_009_CD	302	2146	2175	0	6	13	0	155	4	2	0	256	1	0	3	10	0	0	1	0	0	0	0	2	5	0	0	0	0	2	0	0	0	0	17	0	0	28	0	0	0	44	0	0	0	333	0	0	0	0	0	0	1	15	0	2	0	1	0	0	0	0	0	1	0	30	15	3	14	21	7	15	0	13	0	0	0	15	2	0	0	8	8	5	2	0	16	0	12	0	27	0	0	1	0	0	0	0	0	2	9	19	0	0	0	0	0	0	0	2	17	0	1	0	4	2	0	0	0	16	4	0	10	1	0	18	13	10	0	0	10	0	18	13	0	11	0	0	11	0	3	0	0	14	10	4	2	4	3	0	2	1	6	3	1	5983	10415	3103	190	9276	3293	0.3550	0	0	NPB13_009_CD	0.0858	9	C	MOCK	M	MC	y	1	1	MC
NPB13_028_CU	335	4855	83	0	5	25	0	174	18	13	0	50	13	7	4	19	0	0	12	2	0	0	2	3	5	0	0	0	0	0	0	7	0	0	5	0	0	51	0	3	1	14	0	0	8	1	12	1	0	0	0	0	0	47	0	2	3	0	0	0	0	0	0	1	0	1	3	2	0	26	13	18	0	25	1	0	0	27	2	0	0	31	33	0	4	0	23	17	26	0	6	0	0	1	4	0	0	3	0	0	21	0	4	0	0	0	0	0	0	1	0	0	3	0	7	0	0	0	0	1	17	1	0	35	0	0	2	2	1	0	5	0	0	2	4	0	0	0	0	0	0	0	0	1	0	6	5	11	0	0	0	1	1	0	2	6180	19252	5889	6761	18830	12650	0.6718	0	0	NPB13_028_CU	0.0848	28	C	MOCK	M	MC	n	0	0	MC
NPB13_029_CU	20	5670	13	1	3	0	1	30	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	31	14	8	1	27	2	0	0	35	0	1	0	36	33	0	0	0	20	0	24	0	3	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	21	1	0	4	0	0	4	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	17	0	0	0	0	0	0	25	6200	12538	3212	2863	12275	6075	0.4949	0	0	NPB13_029_CU	0.0919	29	C	MOCK	JA	JAC	n	0	0	MC
NPB13_029_TD	61	1011	3204	1	6	85	0	80	1	0	0	62	2	9	1263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	7	0	0	0	11	0	0	4	9	0	12	0	0	0	0	15	8	0	0	0	0	0	0	0	1	0	0	0	58	1	0	0	6	1	6	2	7	0	0	0	6	1	7	0	5	2	0	0	0	3	1	2	0	13	0	0	0	1	0	0	0	0	0	3	21	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	17	8	0	19	1	0	18	1	13	0	0	1	0	16	18	0	20	0	0	19	0	1	0	0	9	7	2	3	3	0	0	0	0	11	10	6	6208	13608	7063	52	13323	7115	0.5340	0	0	NPB13_029_TD	0.0418	29	TX	JA	JA	JATX	y	1	1	JATX
NPB13_006_TD	863	4352	110	0	2	78	26	13	192	0	34	3	43	0	0	36	0	0	0	6	0	0	0	0	17	0	0	0	0	0	0	0	0	0	2	0	4	48	0	1	8	1	0	0	1	0	0	2	0	0	0	0	9	33	0	14	1	0	0	0	0	1	0	4	0	3	11	3	1	26	8	35	0	20	10	13	0	22	6	2	0	14	29	3	8	0	23	1	21	0	3	0	0	5	12	0	0	0	0	0	19	0	7	0	0	0	0	4	0	0	0	0	1	1	9	2	0	0	0	2	13	0	3	5	0	0	1	1	1	0	8	0	1	1	8	1	2	0	0	0	0	4	0	0	1	6	0	6	2	0	1	2	0	0	14	6309	8092	1173	286	7768	1459	0.1878	0	0	NPB13_006_TD	0.121	6	TX	JA	JA	JATX	y	1	1	JATX
NPB13_050_CD	6	243	5529	0	13	0	0	1	0	0	0	21	0	16	4	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	79	1	0	0	1	0	1	0	3	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	5	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	3	0	38	0	0	36	0	28	0	0	1	0	31	28	0	21	0	0	31	0	0	0	0	34	33	0	0	0	0	0	0	0	26	23	1	6350	14293	7556	141	14047	7697	0.5479	0	0	NPB13_050_CD	0.065	50	C	MOCK	M	MC	y	1	1	MC
NPB13_028_CD	685	2982	3	0	667	64	15	703	201	2	15	13	96	1	1	21	0	0	28	80	0	0	0	32	17	0	0	0	0	26	0	2	0	0	1	0	0	36	0	0	0	79	0	1	5	5	16	9	0	0	111	0	2	30	0	5	0	0	5	0	4	0	0	1	0	1	22	2	0	16	14	10	0	15	9	3	0	10	4	11	0	16	20	10	2	0	14	46	18	0	4	1	0	0	18	2	0	0	0	32	15	0	0	0	0	0	2	3	2	2	16	1	5	0	10	1	0	1	0	0	9	0	0	0	0	0	0	2	2	0	11	0	0	0	5	0	1	0	0	0	0	5	0	0	0	14	1	7	4	2	1	1	0	0	0	6387	15386	7926	544	14857	8470	0.5701	0	0	NPB13_028_CD	0.0964	28	C	MOCK	M	MC	y	1	1	MC
NPB13_056_TD	811	180	1196	1	657	27	0	4	7	0	0	11	0	178	2253	25	0	2	667	0	0	0	0	4	18	0	0	0	0	60	0	0	0	0	0	0	8	2	0	0	0	6	0	0	12	13	0	0	0	0	0	0	0	1	0	4	4	0	0	0	0	2	0	4	26	17	4	1	0	3	0	1	0	2	0	3	0	0	3	1	4	0	0	2	1	0	2	0	0	0	0	0	2	3	0	4	0	0	0	1	1	19	1	1	0	0	0	1	0	2	3	0	4	0	2	3	2	0	0	10	0	0	6	0	0	11	1	14	4	0	2	0	3	10	1	6	0	0	14	0	2	19	0	9	8	0	34	1	1	11	0	0	6	10	0	6459	14113	3695	3083	13237	6778	0.5120	0	0	NPB13_056_TD	0.058	56	TX	SA	SA	SATX	y	1	1	SATX
NPB13_030_TU	28	5865	12	0	3	2	0	32	5	0	0	0	0	0	0	1	0	0	3	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	5	0	1	0	0	0	0	0	2	39	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	33	18	21	0	37	0	0	1	38	1	0	6	28	21	0	0	0	20	0	18	0	5	0	0	0	1	1	0	0	0	0	21	0	0	0	0	0	1	0	0	0	0	0	0	0	16	0	0	0	0	0	18	0	0	55	0	0	6	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	12	0	0	0	0	0	0	2	6483	12985	2361	3799	12643	6160	0.4872	0	0	NPB13_030_TU	0.0713	30	TX	SA	SA	SATX	n	0	0	SATX
NPB13_028_TD	344	2637	16	0	127	396	30	171	809	3	0	126	270	1	5	13	4	1	107	157	0	0	0	83	8	0	0	0	0	57	0	0	0	0	2	0	2	35	0	4	0	67	0	0	56	16	144	59	0	1	18	0	58	18	0	1	4	0	7	0	39	0	0	1	11	0	19	3	0	17	18	10	11	12	43	3	19	19	2	7	0	9	14	28	1	0	5	86	11	0	13	1	0	2	68	9	13	16	0	11	16	1	0	0	0	2	1	13	1	7	0	0	1	0	5	2	1	10	8	0	9	0	0	0	0	0	18	0	1	0	5	0	0	0	6	0	17	0	0	0	0	8	0	0	0	2	2	5	2	8	0	1	0	0	0	6530	11441	3818	72	10420	3890	0.3733	0	0	NPB13_028_TD	0.0804	28	TX	MOCK	M	MTX	y	1	1	MC
NPB13_019_CU	92	5636	14	0	24	3	0	130	0	0	0	2	54	3	8	6	0	0	3	0	0	0	0	8	0	0	0	0	0	7	0	0	0	0	9	0	0	75	0	0	0	0	0	0	3	2	1	0	0	0	0	0	0	35	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	26	19	28	0	28	0	0	0	23	1	8	22	29	30	0	0	0	26	4	26	0	5	0	4	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	13	0	0	65	0	0	4	0	1	0	15	5	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	1	0	0	3	6547	11732	1599	3280	11426	4879	0.4270	0	0	NPB13_019_CU	0.0898	19	C	MOCK	JA	JAC	n	0	0	MC
NPB13_044_TD	524	3363	898	0	243	229	145	93	57	1	0	86	227	90	3	27	0	0	217	32	0	0	0	0	8	0	0	0	0	0	0	0	0	8	3	0	2	43	0	0	0	21	0	3	39	51	1	25	0	0	0	0	24	27	0	1	0	0	0	0	0	2	0	3	1	12	20	2	0	21	7	11	8	13	7	1	4	17	3	4	0	26	14	4	4	0	9	0	25	0	5	0	3	1	24	0	2	0	0	16	12	6	3	0	0	0	0	1	0	0	6	0	2	0	8	0	0	0	0	6	13	0	3	0	0	3	20	5	0	0	5	0	1	3	4	3	0	1	4	1	1	3	0	5	1	12	0	9	2	8	1	1	4	3	2	6922	11539	3851	212	10985	4063	0.3699	0	0	NPB13_044_TD	0.087	44	TX	JA	JA	JATX	y	1	1	JATX
NPB13_060_CD	1	225	6071	0	0	0	0	89	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	12	0	0	0	60	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	3	4	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	41	0	0	49	0	0	48	4	44	0	0	1	0	37	36	0	34	0	0	33	0	0	0	0	34	24	0	0	1	0	0	0	0	19	24	1	7084	20443	11885	255	19224	12140	0.6315	0	0	NPB13_060_CD	0.66	60	C	MOCK	SA	SAC	y	1	1	MC
NPB13_032_CD	872	4590	94	0	18	148	3	493	204	0	8	8	162	0	0	40	0	0	5	249	0	0	3	1	17	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	6	0	0	4	2	0	7	0	1	0	0	11	48	0	4	0	0	0	0	2	3	0	5	0	2	16	3	0	30	16	13	1	11	6	2	0	21	7	0	0	23	28	0	4	0	14	2	16	0	1	3	0	3	20	0	2	0	0	0	20	1	4	0	0	0	0	0	0	4	0	0	4	0	11	3	0	0	0	0	6	0	1	2	0	4	4	0	0	0	20	0	1	1	6	1	0	0	0	0	1	0	0	2	0	5	0	14	2	1	0	3	0	0	19	7456	14255	3205	3207	13868	6412	0.4624	0	0	NPB13_032_CD	0.0961	32	C	MOCK	SA	SAC	y	1	1	MC
NPB13_016_CD	82	6202	617	0	90	10	0	79	4	0	0	13	149	5	7	6	0	0	4	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	3	0	0	66	0	2	0	7	0	0	0	0	0	0	0	1	0	0	2	43	0	1	0	0	0	0	0	0	0	1	0	14	5	0	0	21	13	12	0	27	1	1	0	27	2	0	0	30	24	1	0	0	33	0	20	0	5	0	0	2	9	0	0	0	0	5	23	7	0	0	0	0	0	0	0	0	3	0	0	0	18	0	0	0	0	4	14	0	3	3	0	3	43	5	0	0	13	0	7	3	1	5	1	0	3	0	0	0	0	3	4	7	0	12	1	1	0	0	1	1	3	7842	10428	2102	198	10142	2300	0.2268	0	0	NPB13_016_CD	NA	16	C	MOCK	M	MC	y	1	1	MC
NPB13_010_CD	17	1366	1190	0	3322	1	0	269	0	0	0	1	0	7	31	0	0	0	29	0	0	0	0	772	0	0	0	0	0	1	0	0	0	0	0	0	0	13	0	0	0	148	0	0	0	262	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	1	0	22	0	0	0	6	9	6	0	8	0	0	0	12	0	9	0	10	10	0	0	0	5	0	4	0	2	0	0	0	0	0	0	0	0	82	5	15	0	0	0	0	0	0	0	0	52	0	0	0	6	0	0	0	0	12	5	0	7	1	0	11	0	2	0	0	16	0	5	7	0	6	0	0	8	0	0	0	0	7	8	28	1	3	0	6	0	0	4	3	8	7855	10106	1689	16	9560	1705	0.1783	0	0	NPB13_010_CD	0.0787	10	C	MOCK	M	MC	y	1	1	MC
NPB13_035_TD	4	6183	32	0	250	48	0	325	0	0	0	355	22	0	3	0	0	0	27	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	162	0	0	0	41	0	29	0	0	0	0	33	36	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	39	15	22	1	29	0	3	0	34	0	2	0	19	19	0	0	0	24	0	16	0	145	0	0	0	0	0	2	0	0	44	18	0	0	0	0	0	0	0	0	0	22	0	0	0	8	0	0	0	0	1	7	0	0	1	0	0	45	1	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	15	0	2	0	0	0	0	1	8196	9096	561	18	8775	579	0.0660	0	0	NPB13_035_TD	0.0859	35	TX	MOCK	M	MTX	y	1	1	MC
NPB13_001_CD	320	1063	662	1	186	5	6	190	4	0	0	3559	0	11	5	11	0	1	0	0	0	0	0	0	11	0	0	0	11	1107	0	0	0	256	2	0	0	9	0	0	0	339	0	0	1	23	0	1	0	1	0	0	0	15	0	2	0	0	63	0	0	0	0	1	0	11	22	0	0	11	4	7	1	7	0	2	0	5	1	0	0	7	8	0	3	0	7	0	1	0	244	0	0	0	1	0	3	0	0	1	3	1	0	0	0	0	0	0	0	0	8	0	0	0	0	0	7	0	0	8	5	0	2	0	0	2	0	0	2	0	4	0	3	2	4	5	0	0	3	0	0	0	0	1	1	4	0	3	1	0	0	0	5	2	4	8292	9858	1045	22	9359	1067	0.1140	0	0	NPB13_001_CD	0.118	1	C	MOCK	JA	JAC	y	1	1	MC
NPB13_027_CD	0	4877	29	0	742	97	0	1176	0	0	0	105	2	0	1	0	0	0	33	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	413	0	0	0	85	0	69	0	0	0	0	46	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	11	18	15	19	0	0	0	24	0	5	0	16	17	0	0	0	24	0	19	0	54	0	0	0	0	0	6	0	0	87	8	2	0	0	0	0	0	0	0	0	53	0	0	0	9	0	0	0	0	0	4	0	0	6	0	0	4	0	0	0	10	0	0	1	0	1	0	0	0	0	0	0	0	0	0	27	0	9	0	2	0	0	0	0	24	8576	9070	61	4	8641	65	0.0075	0	0	NPB13_027_CD	0.0821	27	C	MOCK	JA	JAC	y	1	1	MC
NPB13_039_TD	519	3935	2545	0	48	47	0	273	28	9	102	2	47	0	19	17	0	0	7	0	0	0	0	0	16	0	0	0	0	12	0	2	0	0	16	0	2	50	0	2	0	20	0	0	13	307	0	13	0	0	0	0	5	11	0	4	0	0	0	0	0	3	0	1	0	58	10	1	0	10	13	9	3	28	0	5	0	17	2	0	0	16	9	2	1	0	18	9	16	0	2	0	0	1	10	4	1	0	0	1	15	16	3	0	0	0	0	1	1	0	18	0	0	0	7	1	0	1	3	17	7	0	12	30	0	17	1	10	5	0	10	0	11	13	7	10	0	0	18	0	0	0	0	10	14	1	0	5	1	0	1	0	10	18	0	8615	19032	9148	23	17786	9171	0.5156	0	0	NPB13_039_TD	0.0763	39	TX	MOCK	M	MTX	y	1	1	MC
NPB13_042_TD	66	3	1314	0	6386	0	0	6	46	0	0	0	0	32	250	3	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	16	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	29	3	2	0	0	12	0	0	0	11	0	0	0	1	15	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	11	1	0	0	0	0	0	0	0	15	0	0	0	5	0	0	0	0	15	0	0	9	0	0	3	0	15	0	0	6	0	8	10	0	3	0	0	2	0	0	0	0	3	9	0	3	0	0	0	0	0	5	5	0	8639	11071	1945	42	10626	1987	0.1870	0	0	NPB13_042_TD_1	0.0389	42	TX	SA	SA	SATX	y	1	1	SATX
NPB13_030_TD	5	7917	261	0	0	6	0	34	1	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	36	25	28	0	41	0	0	0	32	0	0	0	23	35	0	0	0	37	0	25	0	9	0	0	0	0	0	0	0	0	0	14	1	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	5	16	0	0	4	0	0	2	1	0	0	11	0	4	1	1	0	0	0	1	0	0	0	0	0	1	4	0	18	0	0	0	0	1	1	0	8768	9625	473	140	9381	613	0.0653	0	0	NPB13_030_TD	0.0728	30	TX	SA	SA	SATX	y	1	1	SATX
NPB13_044_CD	102	5191	887	0	1170	2	0	122	0	0	0	14	5	10	585	10	0	0	0	0	0	0	0	144	4	0	0	0	0	0	0	0	0	1	0	0	3	45	0	0	0	5	0	0	0	28	0	0	0	0	0	0	0	47	0	0	0	0	1	0	2	0	0	1	0	14	12	0	0	21	10	30	0	23	0	0	41	19	0	2	1	21	22	0	1	0	16	0	17	0	6	0	0	1	4	0	0	0	0	71	15	8	1	0	0	0	0	0	0	1	12	0	0	0	9	1	0	0	0	6	19	0	10	4	0	6	2	4	0	0	12	0	3	8	2	13	0	0	1	0	1	0	0	7	6	25	0	10	0	0	0	0	2	6	17	8922	10594	1336	32	10290	1368	0.1329	0	0	NPB13_044_CD	0.0972	44	C	MOCK	JA	JAC	y	1	1	MC
